Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2
47.477478,137.6,32.47,111296,79,79,174.18,6532.9,1,0
47.447449,134.6,32.49,110971,79,79,170.38,6386.43,1,0
47.447449,133.2,32.57,111780,79,79,168.61,6320,1,0
47.447449,135.8,32.63,110896,79,79,171.9,6443.36,1,0
47.447449,137,32.68,110997,79,79,173.42,6500.3,1,0
47.417419,134.4,32.71,110863,79,79,170.13,6372.9,1,0
47.417419,135.4,32.76,111135,79,79,171.39,6420.32,1,0
47.507507,135.2,32.79,111304,79,79,171.14,6423.01,1,0
47.38739,135.8,32.87,110795,79,79,171.9,6435.21,1,0
47.447449,136.8,32.95,110713,79,79,173.16,6490.81,1,0
47.357357,139.8,32.98,110967,79,79,176.96,6620.56,1,0
47.53754,131.6,32.98,111551,79,79,166.58,6255.94,1,0
47.38739,136.4,33.09,111123,79,79,172.66,6463.64,1,0
47.417419,140.8,33.12,110984,79,79,178.23,6676.37,1,0
47.327328,132.2,33.14,111409,79,79,167.34,6256.67,1,0
47.447449,137.4,33.17,111177,79,79,173.92,6519.28,1,0
47.38739,136.8,33.22,111192,79,79,173.16,6482.59,1,0
47.357357,135.2,33.25,110693,79,79,171.14,6402.71,1,0
47.38739,137.6,33.28,110792,79,79,174.18,6520.5,1,0
47.357357,139.8,33.36,111212,79,79,176.96,6620.56,1,0
47.417419,133.4,33.41,111842,79,79,168.86,6325.48,1,0
47.38739,136.6,33.47,111262,79,79,172.91,6473.12,1,0
47.477478,137,33.52,111230,79,79,173.42,6504.41,1,0
47.357357,136.8,33.55,111319,79,79,173.16,6478.49,1,0
47.477478,133,33.61,111523,79,79,168.35,6314.5,1,0
47.357357,137.2,33.63,111153,79,79,173.67,6497.43,1,0
47.477478,132,33.66,111643,79,79,167.09,6267.03,1,0
47.38739,134.4,33.69,111422,79,79,170.13,6368.87,1,0
47.38739,138.6,33.77,111089,79,79,175.44,6567.89,1,0
47.327328,135.6,33.82,111241,79,79,171.65,6417.59,1,0
47.417419,136.6,33.88,110732,79,79,172.91,6477.22,1,0
47.357357,137,33.99,111096,79,79,173.42,6487.96,1,0
47.417419,134.2,34.02,111423,79,79,169.87,6363.42,1,0
47.357357,137,34.02,111174,79,79,173.42,6487.96,1,0
47.417419,135.2,34.04,111282,79,79,171.14,6410.84,1,0
47.417419,130.8,34.1,111199,79,79,165.57,6202.2,1,0
47.357357,134.6,34.13,111449,79,79,170.38,6374.3,1,0
47.447449,140,34.18,111455,79,79,177.22,6642.64,1,0
47.327328,133.4,34.21,111483,79,79,168.86,6313.47,1,0
47.417419,136,34.29,111557,79,79,172.15,6448.77,1,0
47.327328,138.4,34.32,111189,79,79,175.19,6550.1,1,0
47.417419,132.6,34.37,111595,79,79,167.85,6287.55,1,0
47.357357,138,34.43,110639,79,79,174.68,6535.32,1,0
47.417419,134.6,34.46,111188,79,79,170.38,6382.38,1,0
47.267269,135.8,34.51,111298,79,79,171.9,6418.9,1,0
47.417419,137.2,34.54,110945,79,79,173.67,6505.67,1,0
47.327328,137.2,34.62,111044,79,79,173.67,6493.31,1,0
47.327328,133.8,34.62,110989,79,79,169.37,6332.4,1,0
47.357357,132,34.65,110775,79,79,167.09,6251.17,1,0
47.38739,132.2,34.71,111192,79,79,167.34,6264.61,1,0
47.38739,131.8,34.73,110816,79,79,166.84,6245.66,1,0
47.297298,134.4,34.84,110841,79,79,170.13,6356.76,1,0
47.38739,133.8,34.87,111446,79,79,169.37,6340.43,1,0
47.297298,136,34.93,110887,79,79,172.15,6432.43,1,0
47.447449,137.8,34.93,111318,79,79,174.43,6538.26,1,0
47.267269,138.8,34.98,111260,79,79,175.7,6560.7,1,0
47.38739,131.4,35.04,111376,79,79,166.33,6226.7,1,0
47.327328,138.6,35.09,111514,79,79,175.44,6559.57,1,0
47.357357,139.4,35.09,110704,79,79,176.46,6601.62,1,0
47.297298,135.2,35.15,111451,79,79,171.14,6394.59,1,0
47.357357,137.6,35.18,111384,79,79,174.18,6516.37,1,0
47.327328,132.2,35.26,111518,79,79,167.34,6256.67,1,0
47.38739,134.2,35.29,110969,79,79,169.87,6359.39,1,0
47.297298,140,35.35,111091,79,79,177.22,6621.62,1,0
47.357357,136.2,35.37,111310,79,79,172.41,6450.07,1,0
47.267269,136,35.4,110898,79,79,172.15,6428.35,1,0
47.297298,136.6,35.43,111238,79,79,172.91,6460.81,1,0
47.38739,138.8,35.49,111286,79,79,175.7,6577.37,1,0
47.267269,132.8,35.57,111251,79,79,168.1,6277.09,1,0
47.38739,132.2,35.6,110835,79,79,167.34,6264.61,1,0
47.207207,136.4,35.63,110852,79,79,172.66,6439.06,1,0
47.357357,132.8,35.65,111520,79,79,168.1,6289.06,1,0
47.297298,133.2,35.71,110845,79,79,168.61,6300,1,0
47.327328,135.4,35.74,110780,79,79,171.39,6408.12,1,0
47.327328,136.4,35.79,111013,79,79,172.66,6455.45,1,0
47.297298,139.6,35.82,110870,79,79,176.71,6602.7,1,0
47.327328,134.4,35.85,110519,79,79,170.13,6360.79,1,0
47.267269,132.4,35.93,110873,79,79,167.59,6258.19,1,0
47.327328,137.2,35.96,110583,79,79,173.67,6493.31,1,0
47.297298,139,35.99,111029,79,79,175.95,6574.32,1,0
47.417419,135,36.08,111402,79,79,170.89,6401.35,1,0
47.23724,131.6,36.13,110815,79,79,166.58,6216.42,1,0
47.417419,134,36.16,111595,79,79,169.62,6353.93,1,0
47.267269,136.4,36.16,111250,79,79,172.66,6447.26,1,0
47.357357,131.2,36.22,111195,79,79,166.08,6213.29,1,0
47.267269,132.6,36.27,111799,79,79,167.85,6267.64,1,0
47.327328,132.2,36.27,111116,79,79,167.34,6256.67,1,0
47.23724,134.6,36.33,111467,79,79,170.38,6358.13,1,0
47.23724,133.6,36.39,111013,79,79,169.11,6310.9,1,0
47.297298,135.2,36.41,111038,79,79,171.14,6394.59,1,0
47.297298,133.6,36.47,111605,79,79,169.11,6318.92,1,0
47.267269,133.2,36.53,111062,79,79,168.61,6296,1,0
47.23724,133.6,36.56,110700,79,79,169.11,6310.9,1,0
47.297298,133.4,36.61,111541,79,79,168.86,6309.46,1,0
47.207207,134,36.61,110960,79,79,169.62,6325.77,1,0
47.297298,132,36.64,111337,79,79,167.09,6243.24,1,0
47.23724,134.6,36.67,111552,79,79,170.38,6358.13,1,0
47.297298,134.4,36.73,111645,79,79,170.13,6356.76,1,0
47.23724,134,36.73,111087,79,79,169.62,6329.79,1,0
47.297298,134.8,36.81,111028,79,79,170.63,6375.68,1,0
47.297298,131.6,36.87,110756,79,79,166.58,6224.32,1,0
47.267269,134.4,36.93,110870,79,79,170.13,6352.72,1,0
47.267269,141,36.95,110436,79,79,178.48,6664.68,1,0
47.297298,136.8,36.95,111223,79,79,173.16,6470.27,1,0
47.23724,133.4,37.04,110986,79,79,168.86,6301.45,1,0
47.267269,132,37.07,110801,79,79,167.09,6239.28,1,0
47.327328,136.2,37.1,110880,79,79,172.41,6445.98,1,0
47.177177,140.6,37.1,111068,79,79,177.97,6633.11,1,0
47.327328,139.4,37.18,111043,79,79,176.46,6597.43,1,0
47.23724,134.2,37.18,110866,79,79,169.87,6339.24,1,0
47.297298,134.4,37.27,111434,79,79,170.13,6356.76,1,0
47.23724,132.6,37.3,111267,79,79,167.85,6263.66,1,0
47.267269,135,37.33,110457,79,79,170.89,6381.08,1,0
47.23724,133.8,37.38,111156,79,79,169.37,6320.34,1,0
47.23724,137.4,37.44,111237,79,79,173.92,6490.4,1,0
47.23724,140.2,37.44,110762,79,79,177.47,6622.66,1,0
47.23724,132.2,37.5,110914,79,79,167.34,6244.76,1,0
47.327328,132,37.59,110892,79,79,167.09,6247.21,1,0
47.177177,140.6,37.59,111262,79,79,177.97,6633.11,1,0
47.297298,140.4,37.59,110697,79,79,177.72,6640.54,1,0
47.23724,134.2,37.67,111070,79,79,169.87,6339.24,1,0
47.327328,130,37.76,111346,79,79,164.56,6152.55,1,0
47.23724,140.4,37.73,111138,79,79,177.72,6632.11,1,0
47.207207,134.4,37.79,110540,79,79,170.13,6344.65,1,0
47.177177,136.4,37.82,110597,79,79,172.66,6434.97,1,0
47.23724,137,37.85,110889,79,79,173.42,6471.5,1,0
47.177177,136.4,37.9,110472,79,79,172.66,6434.97,1,0
47.23724,138.8,37.93,110982,79,79,175.7,6556.53,1,0
47.267269,136.8,37.96,111012,79,79,173.16,6466.16,1,0
47.177177,134.4,37.99,110657,79,79,170.13,6340.61,1,0
47.297298,137.4,38.05,111342,79,79,173.92,6498.65,1,0
47.117119,139.8,38.11,110877,79,79,176.96,6586.97,1,0
47.297298,136.8,38.14,110673,79,79,173.16,6470.27,1,0
47.207207,132.2,38.17,111276,79,79,167.34,6240.79,1,0
47.267269,132.2,38.22,110980,79,79,167.34,6248.73,1,0
47.207207,139.8,38.28,110905,79,79,176.96,6599.57,1,0
47.23724,131.4,38.34,110955,79,79,166.33,6206.97,1,0
47.177177,139.4,38.34,110715,79,79,176.46,6576.5,1,0
47.207207,133.4,38.37,111079,79,79,168.86,6297.44,1,0
47.23724,134.6,38.43,111198,79,79,170.38,6358.13,1,0
47.117119,132.8,38.46,111039,79,79,168.1,6257.15,1,0
47.267269,137.8,38.49,111304,79,79,174.43,6513.43,1,0
47.147148,140.2,38.54,110676,79,79,177.47,6610.03,1,0
47.23724,134.8,38.54,111097,79,79,170.63,6367.58,1,0
47.177177,132.2,38.57,110437,79,79,167.34,6236.82,1,0
47.23724,139.8,38.63,110596,79,79,176.96,6603.77,1,0
47.147148,138.4,38.75,110760,79,79,175.19,6525.17,1,0
47.23724,130.6,38.75,111053,79,79,165.32,6169.18,1,0
47.147148,141.6,38.75,110863,79,79,179.24,6676.04,1,0
47.177177,138.6,38.81,110920,79,79,175.44,6538.76,1,0
47.23724,133.6,38.81,111111,79,79,169.11,6310.9,1,0
47.147148,139,38.84,110788,79,79,175.95,6553.45,1,0
47.23724,140.6,38.87,111002,79,79,177.97,6641.56,1,0
47.117119,139.8,38.9,110700,79,79,176.96,6586.97,1,0
47.23724,133.2,38.95,110771,79,79,168.61,6292,1,0
47.147148,134.2,39.01,110828,79,79,169.87,6327.15,1,0
47.177177,141,39.01,110112,79,79,178.48,6651.98,1,0
47.177177,138.2,39.07,111171,79,79,174.94,6519.89,1,0
47.207207,139,39.13,110799,79,79,175.95,6561.8,1,0
47.177177,135.2,39.16,111616,79,79,171.14,6378.35,1,0
47.147148,134.8,39.19,111086,79,79,170.63,6355.44,1,0
47.177177,133.6,39.25,110682,79,79,169.11,6302.87,1,0
47.147148,134.2,39.28,111393,79,79,169.87,6327.15,1,0
47.23724,138,39.31,111149,79,79,174.68,6518.74,1,0
47.147148,139.6,39.34,111074,79,79,176.71,6581.74,1,0
47.23724,140.2,39.37,111269,79,79,177.47,6622.66,1,0
47.147148,138,39.46,111226,79,79,174.68,6506.31,1,0
47.23724,138.4,39.46,111240,79,79,175.19,6537.63,1,0
47.08709,138.2,39.49,110919,79,79,174.94,6507.44,1,0
47.207207,133,39.52,110923,79,79,168.35,6278.56,1,0
47.117119,134.2,39.58,110805,79,79,169.87,6323.12,1,0
47.147148,139.4,39.61,111008,79,79,176.46,6572.31,1,0
47.117119,134.6,39.61,110462,79,79,170.38,6341.96,1,0
47.147148,133.8,39.69,111204,79,79,169.37,6308.29,1,0
47.177177,133.2,39.72,111075,79,79,168.61,6284,1,0
47.147148,138,39.72,110910,79,79,174.68,6506.31,1,0
47.23724,138.2,39.78,110682,79,79,174.94,6528.19,1,0
47.147148,134.4,39.84,110941,79,79,170.13,6336.58,1,0
47.267269,134.4,39.9,110765,79,79,170.13,6352.72,1,0
47.177177,139.4,39.93,111021,79,79,176.46,6576.5,1,0
47.207207,135.2,39.96,110308,79,79,171.14,6382.41,1,0
47.117119,136.4,39.99,110643,79,79,172.66,6426.78,1,0
47.147148,135.2,39.99,110508,79,79,171.14,6374.29,1,0
47.08709,139.6,40.02,110435,79,79,176.71,6573.36,1,0
47.177177,133.2,40.08,111099,79,79,168.61,6284,1,0
47.177177,137.4,40.11,110700,79,79,173.92,6482.14,1,0
47.147148,138,40.23,111136,79,79,174.68,6506.31,1,0
47.207207,132.8,40.23,111154,79,79,168.1,6269.12,1,0
47.08709,136.6,40.26,110580,79,79,172.91,6432.1,1,0
47.177177,139.4,40.26,110879,79,79,176.46,6576.5,1,0
47.08709,136,40.32,110438,79,79,172.15,6403.84,1,0
47.147148,133,40.35,110617,79,79,168.35,6270.57,1,0
47.117119,140.2,40.35,110957,79,79,177.47,6605.82,1,0
47.117119,131.6,40.41,110910,79,79,166.58,6200.61,1,0
47.147148,138.8,40.44,110442,79,79,175.7,6544.02,1,0
47.207207,133.4,40.47,110942,79,79,168.86,6297.44,1,0
47.117119,138.6,40.47,111033,79,79,175.44,6530.43,1,0
47.08709,137.4,40.5,110945,79,79,173.92,6469.77,1,0
47.23724,134.4,40.53,111388,79,79,170.13,6348.69,1,0
47.08709,139,40.56,110735,79,79,175.95,6545.11,1,0
47.177177,131.2,40.62,110855,79,79,166.08,6189.65,1,0
47.057056,139.8,40.65,110799,79,79,176.96,6578.58,1,0
47.117119,133.4,40.68,110792,79,79,168.86,6285.42,1,0
47.147148,139.6,40.74,110699,79,79,176.71,6581.74,1,0
47.177177,130.8,40.81,110881,79,79,165.57,6170.77,1,0
47.08709,134,40.84,110186,79,79,169.62,6309.67,1,0
47.08709,141.6,40.93,110683,79,79,179.24,6667.53,1,0
47.207207,132.2,40.93,110987,79,79,167.34,6240.79,1,0
47.08709,141.6,40.93,110828,79,79,179.24,6667.53,1,0
47.207207,138.6,40.93,111642,79,79,175.44,6542.92,1,0
47.117119,131.6,40.96,110993,79,79,166.58,6200.61,1,0
47.177177,139.8,41.02,110987,79,79,176.96,6595.37,1,0
47.147148,133.8,41.05,110988,79,79,169.37,6308.29,1,0
47.147148,139,41.23,110379,79,79,175.95,6553.45,1,0
47.117119,130.8,41.29,110767,79,79,165.57,6162.92,1,0
47.147148,138.4,41.38,110688,79,79,175.19,6525.17,1,0
47.177177,139,41.41,110794,79,79,175.95,6557.63,1,0
47.117119,131.6,41.45,110981,79,79,166.58,6200.61,1,0
47.207207,138.6,41.51,110859,79,79,175.44,6542.92,1,0
47.147148,129.8,41.51,110460,79,79,164.3,6119.7,1,0
47.207207,132.8,41.54,111079,79,79,168.1,6269.12,1,0
47.057056,142.4,41.6,110420,79,79,180.25,6700.92,1,0
47.147148,133,41.6,110942,79,79,168.35,6270.57,1,0
47.117119,138.8,41.54,110549,79,79,175.7,6539.86,1,0
47.08709,136,41.51,111094,79,79,172.15,6403.84,1,0
47.08709,134.6,41.54,111031,79,79,170.38,6337.92,1,0
47.117119,141,41.6,111176,79,79,178.48,6643.51,1,0
47.117119,137.8,41.63,110689,79,79,174.43,6492.74,1,0
47.117119,133.2,41.69,110530,79,79,168.61,6276,1,0
47.147148,136.6,41.72,110797,79,79,172.91,6440.3,1,0
47.057056,133.6,41.69,110870,79,79,169.11,6286.82,1,0
47.147148,139.8,41.69,110859,79,79,176.96,6591.17,1,0
47.027027,132.4,41.75,110335,79,79,167.59,6226.38,1,0
47.147148,138.8,41.84,110762,79,79,175.7,6544.02,1,0
47.08709,132.8,41.84,110953,79,79,168.1,6253.17,1,0
47.117119,140.4,41.84,110816,79,79,177.72,6615.24,1,0
47.027027,137.2,41.84,110954,79,79,173.67,6452.11,1,0
47.08709,133,41.88,110839,79,79,168.35,6262.58,1,0
47.08709,139.4,41.94,110713,79,79,176.46,6563.94,1,0
47.117119,137.6,42,111162,79,79,174.18,6483.32,1,0
47.207207,131.4,42,111331,79,79,166.33,6203.03,1,0
47.027027,142.6,42.09,110935,79,79,180.51,6706.05,1,0
47.147148,137.8,42.12,110892,79,79,174.43,6496.88,1,0
47.027027,131.2,42.12,111148,79,79,166.08,6169.95,1,0
47.117119,134.6,42.15,110457,79,79,170.38,6341.96,1,0
47.08709,139,42.18,110684,79,79,175.95,6545.11,1,0
47.117119,129.8,42.25,110726,79,79,164.3,6115.8,1,0
47.08709,139,42.28,110613,79,79,175.95,6545.11,1,0
47.08709,134.4,42.28,111033,79,79,170.13,6328.5,1,0
47.117119,132,42.34,110734,79,79,167.09,6219.46,1,0
47.08709,140.2,42.37,111160,79,79,177.47,6601.61,1,0
47.207207,136.6,42.43,111070,79,79,172.91,6448.5,1,0
46.996998,132.6,42.5,111011,79,79,167.85,6231.8,1,0
47.207207,135.8,42.5,111044,79,79,171.9,6410.74,1,0
47.057056,137.4,42.53,110814,79,79,173.92,6465.64,1,0
47.117119,134.6,42.5,110799,79,79,170.38,6341.96,1,0
47.027027,133,42.56,110964,79,79,168.35,6254.59,1,0
47.057056,141,42.59,110768,79,79,178.48,6635.04,1,0
47.027027,133,42.65,110552,79,79,168.35,6254.59,1,0
47.057056,136.8,42.65,111239,79,79,173.16,6437.41,1,0
47.057056,137,42.68,110906,79,79,173.42,6446.82,1,0
47.057056,134.6,42.71,111498,79,79,170.38,6333.88,1,0
47.147148,132.2,42.71,111529,79,79,167.34,6232.85,1,0
47.027027,136.4,42.75,110534,79,79,172.66,6414.49,1,0
47.177177,136.4,42.9,111023,79,79,172.66,6434.97,1,0
47.027027,135,42.9,110750,79,79,170.89,6348.65,1,0
47.057056,132,42.9,110804,79,79,167.09,6211.53,1,0
47.027027,140.2,42.93,110896,79,79,177.47,6593.19,1,0
47.08709,139,42.93,110666,79,79,175.95,6545.11,1,0
46.996998,133.6,42.96,111118,79,79,169.11,6278.8,1,0
47.117119,140.2,42.96,110945,79,79,177.47,6605.82,1,0
47.027027,138.8,43.06,110584,79,79,175.7,6527.35,1,0
47.027027,132.4,43.06,111230,79,79,167.59,6226.38,1,0
47.08709,137.4,43.09,110518,79,79,173.92,6469.77,1,0
46.936939,141.2,43.15,110577,79,79,178.73,6627.5,1,0
47.147148,129,43.19,110971,79,79,163.29,6081.98,1,0
47.057056,139.2,43.25,110959,79,79,176.2,6550.34,1,0
47.147148,131.6,43.31,110740,79,79,166.58,6204.56,1,0
47.08709,138.6,43.28,111210,79,79,175.44,6526.27,1,0
47.027027,132.8,43.28,110928,79,79,168.1,6245.19,1,0
47.08709,139.8,43.37,111125,79,79,176.96,6582.78,1,0
47.08709,130.8,43.5,111486,79,79,165.57,6158.99,1,0
47.08709,138.6,43.63,110804,79,79,175.44,6526.27,1,0
47.08709,130.8,43.72,110599,79,79,165.57,6158.99,1,0
47.08709,141,43.72,110639,79,79,178.48,6639.28,1,0
46.996998,133,43.72,110316,79,79,168.35,6250.6,1,0
47.147148,139,43.72,110603,79,79,175.95,6553.45,1,0
46.996998,133,43.72,110699,79,79,168.35,6250.6,1,0
47.117119,137.8,43.72,110492,79,79,174.43,6492.74,1,0
47.027027,133.2,43.69,110934,79,79,168.61,6264,1,0
47.08709,135,43.69,110777,79,79,170.89,6356.76,1,0
47.027027,138.4,43.88,110437,79,79,175.19,6508.54,1,0
47.057056,136.8,43.88,110902,79,79,173.16,6437.41,1,0
47.08709,132.8,43.92,110324,79,79,168.1,6253.17,1,0
46.996998,142.2,43.92,110685,79,79,180,6682.97,1,0
47.177177,133.2,43.95,110832,79,79,168.61,6284,1,0
46.996998,135.4,43.98,110634,79,79,171.39,6363.39,1,0
47.147148,133.2,43.95,110505,79,79,168.61,6280,1,0
47.08709,138.2,43.88,110896,79,79,174.94,6507.44,1,0
47.027027,131.6,43.88,110585,79,79,166.58,6188.76,1,0
46.996998,141.4,43.95,110092,79,79,178.99,6645.38,1,0
47.027027,136.6,43.98,110275,79,79,172.91,6423.89,1,0
46.966969,132.4,44.08,110881,79,79,167.59,6218.43,1,0
46.996998,141.4,44.08,110338,79,79,178.99,6645.38,1,0
47.117119,129.8,44.08,110905,79,79,164.3,6115.8,1,0
46.936939,140,44.11,111006,79,79,177.22,6571.17,1,0
47.117119,132.4,44.14,110780,79,79,167.59,6238.31,1,0
46.996998,137.6,44.17,110895,79,79,174.18,6466.79,1,0
47.117119,138,44.14,110809,79,79,174.68,6502.16,1,0
47.057056,129,44.2,110987,79,79,163.29,6070.36,1,0
47.027027,130.4,44.3,110751,79,79,165.06,6132.32,1,0
47.027027,136.6,44.3,111154,79,79,172.91,6423.89,1,0
47.027027,139.6,44.36,110585,79,79,176.71,6564.97,1,0
47.027027,131.6,44.36,110549,79,79,166.58,6188.76,1,0
46.996998,139.2,44.46,110296,79,79,176.2,6541.98,1,0
47.08709,138.6,44.65,110549,79,79,175.44,6526.27,1,0
46.966969,133.4,44.72,110263,79,79,168.86,6265.39,1,0
46.996998,130.2,44.78,110389,79,79,164.81,6119.01,1,0
46.996998,132,44.82,110812,79,79,167.09,6203.6,1,0
47.027027,140.2,44.88,110601,79,79,177.47,6593.19,1,0
46.996998,135.4,44.88,110676,79,79,171.39,6363.39,1,0
46.996998,136,44.88,110800,79,79,172.15,6391.59,1,0
46.966969,139.2,44.88,110516,79,79,176.2,6537.8,1,0
47.027027,132.8,44.91,110890,79,79,168.1,6245.19,1,0
47.117119,138,44.95,110546,79,79,174.68,6502.16,1,0
46.90691,136.2,44.95,110348,79,79,172.41,6388.72,1,0
47.177177,133,44.91,111040,79,79,168.35,6274.56,1,0
46.966969,136.4,44.91,110569,79,79,172.66,6406.29,1,0
47.117119,137.6,44.98,111003,79,79,174.18,6483.32,1,0
46.936939,132.8,45.08,111291,79,79,168.1,6233.23,1,0
46.996998,142.2,45.08,110709,79,79,180,6682.97,1,0
47.027027,130.2,45.11,111208,79,79,164.81,6122.92,1,0
46.996998,134.6,45.11,110843,79,79,170.38,6325.8,1,0
47.027027,136,45.14,110773,79,79,172.15,6395.68,1,0
46.936939,135.8,45.14,110372,79,79,171.9,6374.04,1,0
47.08709,134,45.11,111129,79,79,169.62,6309.67,1,0
46.966969,137.8,45.11,110620,79,79,174.43,6472.05,1,0
47.08709,133,45.11,110512,79,79,168.35,6262.58,1,0
46.996998,138.4,45.21,110576,79,79,175.19,6504.38,1,0
47.027027,140.4,45.27,110448,79,79,177.72,6602.59,1,0
46.936939,130.6,45.27,110510,79,79,165.32,6129.96,1,0
46.966969,140,45.27,110255,79,79,177.22,6575.38,1,0
46.996998,135.4,45.27,111011,79,79,171.39,6363.39,1,0
47.027027,133.8,45.34,110837,79,79,169.37,6292.22,1,0
47.027027,138.8,45.34,110852,79,79,175.7,6527.35,1,0
46.936939,135,45.34,110314,79,79,170.89,6336.49,1,0
47.057056,132.4,45.37,110402,79,79,167.59,6230.35,1,0
46.936939,141,45.37,110715,79,79,178.48,6618.11,1,0
47.027027,134.4,45.4,110153,79,79,170.13,6320.43,1,0
46.936939,131,45.44,110923,79,79,165.82,6148.74,1,0
46.966969,134.6,45.47,110654,79,79,170.38,6321.75,1,0
46.966969,139.6,45.47,110509,79,79,176.71,6556.59,1,0
46.966969,132.8,45.5,110987,79,79,168.1,6237.21,1,0
46.966969,136.4,45.57,110769,79,79,172.66,6406.29,1,0
46.966969,141,45.57,110894,79,79,178.48,6622.34,1,0
46.996998,131.6,45.6,110907,79,79,166.58,6184.8,1,0
46.966969,142,45.6,110948,79,79,179.75,6669.31,1,0
46.996998,132.4,45.67,110608,79,79,167.59,6222.4,1,0
46.876877,139,45.7,110660,79,79,175.95,6515.89,1,0
46.996998,136.8,45.73,110735,79,79,173.16,6429.19,1,0
46.966969,136.4,45.77,110745,79,79,172.66,6406.29,1,0
46.996998,134.4,45.77,110722,79,79,170.13,6316.4,1,0
46.936939,136.8,45.77,110810,79,79,173.16,6420.97,1,0
46.996998,140.2,45.83,110755,79,79,177.47,6588.98,1,0
46.996998,134.4,45.93,110656,79,79,170.13,6316.4,1,0
46.90691,133.4,45.93,110488,79,79,168.86,6257.38,1,0
47.057056,138,45.93,111104,79,79,174.68,6493.87,1,0
46.966969,131.8,45.97,111074,79,79,166.84,6190.25,1,0
47.057056,137,46.03,111321,79,79,173.42,6446.82,1,0
46.936939,136.2,46.03,110696,79,79,172.41,6392.81,1,0
46.936939,132.4,46.03,110180,79,79,167.59,6214.45,1,0
46.936939,137.2,46.03,110646,79,79,173.67,6439.75,1,0
46.936939,137.2,46.06,110653,79,79,173.67,6439.75,1,0
46.966969,139,46.06,110487,79,79,175.95,6528.41,1,0
46.966969,132.8,46.13,111041,79,79,168.1,6237.21,1,0
47.027027,135.4,46.16,110654,79,79,171.39,6367.46,1,0
46.936939,136.4,46.16,110827,79,79,172.66,6402.2,1,0
47.027027,138.4,46.2,110988,79,79,175.19,6508.54,1,0
46.936939,132.2,46.23,110543,79,79,167.34,6205.06,1,0
46.996998,138.6,46.26,110721,79,79,175.44,6513.78,1,0
46.876877,133.6,46.26,110858,79,79,169.11,6262.75,1,0
46.966969,138.8,46.26,110918,79,79,175.7,6519.02,1,0
46.876877,135.2,46.3,110512,79,79,171.14,6337.75,1,0
46.936939,132.4,46.33,110441,79,79,167.59,6214.45,1,0
46.90691,137.6,46.4,110703,79,79,174.18,6454.39,1,0
46.90691,141.2,46.4,110981,79,79,178.73,6623.26,1,0
46.996998,131.8,46.43,111019,79,79,166.84,6194.2,1,0
46.90691,139.6,46.5,110228,79,79,176.71,6548.2,1,0
46.996998,138.4,46.5,110659,79,79,175.19,6504.38,1,0
46.966969,134.4,46.63,110621,79,79,170.13,6312.36,1,0
46.936939,131.2,46.63,110353,79,79,166.08,6158.13,1,0
46.966969,132.6,46.73,110677,79,79,167.85,6227.82,1,0
46.966969,134.8,46.94,110658,79,79,170.63,6331.15,1,0
46.936939,132.6,46.94,111233,79,79,167.85,6223.84,1,0
46.936939,140.2,46.94,110812,79,79,177.47,6580.56,1,0
47.027027,133.4,46.97,110702,79,79,168.86,6273.41,1,0
46.936939,132.8,47,111115,79,79,168.1,6233.23,1,0
46.996998,138.6,47,110795,79,79,175.44,6513.78,1,0
46.876877,141,47,110242,79,79,178.48,6609.64,1,0
46.966969,131.8,47,110315,79,79,166.84,6190.25,1,0
46.936939,139.6,47,110877,79,79,176.71,6552.4,1,0
46.966969,131.6,47,110609,79,79,166.58,6180.85,1,0
46.966969,138.6,47,110407,79,79,175.44,6509.62,1,0
46.966969,140.2,47.1,110930,79,79,177.47,6584.77,1,0
46.936939,136,47.1,110456,79,79,172.15,6383.42,1,0
46.876877,131.6,47.1,110752,79,79,166.58,6169,1,0
47.117119,137,47.1,110439,79,79,173.42,6455.05,1,0
46.90691,139.2,47.17,110888,79,79,176.2,6529.44,1,0
46.966969,133,47.21,110334,79,79,168.35,6246.61,1,0
46.966969,132.4,47.21,110773,79,79,167.59,6218.43,1,0
46.966969,142,47.24,110426,79,79,179.75,6669.31,1,0
46.966969,129.8,47.31,110277,79,79,164.3,6096.31,1,0
47.027027,139.4,47.34,110769,79,79,176.46,6555.57,1,0
46.996998,138.2,47.34,110949,79,79,174.94,6494.99,1,0
46.936939,128,47.34,111074,79,79,162.03,6007.93,1,0
47.027027,127.8,47.27,110835,79,79,161.77,6010.05,1,0
46.90691,133.2,47.27,110412,79,79,168.61,6248,1,0
46.996998,138.6,47.31,110109,79,79,175.44,6513.78,1,0
46.876877,139.2,47.38,110258,79,79,176.2,6525.26,1,0
46.966969,142.6,47.44,110334,79,79,180.51,6697.49,1,0
46.90691,136.8,47.51,110786,79,79,173.16,6416.87,1,0
46.90691,130.6,47.55,110685,79,79,165.32,6126.04,1,0
46.996998,131.6,47.62,110374,79,79,166.58,6184.8,1,0
46.876877,129.4,47.68,110688,79,79,163.8,6065.87,1,0
47.057056,130.4,47.72,110450,79,79,165.06,6136.24,1,0
46.936939,130,47.79,110366,79,79,164.56,6101.8,1,0
47.027027,136.2,47.79,110374,79,79,172.41,6405.08,1,0
46.876877,134.8,47.86,110594,79,79,170.63,6319,1,0
46.966969,136.4,47.89,110870,79,79,172.66,6406.29,1,0
