Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2
45.405407,137.2,73.81,108868,80,80,171.5,6229.62,1,0
45.315315,134.4,73.81,108405,80,80,168,6090.38,1,0
45.435436,133,73.81,109265,80,80,166.25,6042.91,1,0
45.435436,135,73.74,110741,79,79,170.89,6133.78,1,0
45.495495,134,73.74,110448,79,79,169.62,6096.4,1,0
45.405407,135,73.74,110736,80,80,168.75,6129.73,1,0
45.405407,136.2,73.74,109290,80,80,170.25,6184.22,1,0
45.585587,137.4,73.74,109530,80,79,173.92,6263.46,1,0
45.405407,136,73.74,109087,79,79,172.15,6175.14,1,0
45.435436,138,73.74,110211,80,80,172.5,6270.09,1,0
45.465466,137,73.74,109126,80,80,171.25,6228.77,1,0
45.315315,134.6,73.74,109075,79,79,170.38,6099.44,1,0
45.525528,134.2,73.74,110464,80,80,167.75,6109.53,1,0
45.375378,138.4,73.74,110449,80,80,173,6279.95,1,0
45.405407,137,73.81,110261,80,80,171.25,6220.54,1,0
45.375378,132.6,73.81,108586,79,79,167.85,6016.78,1,0
45.435436,133.6,73.81,110495,79,79,169.11,6070.17,1,0
45.435436,130.2,73.81,109306,79,79,164.81,5915.69,1,0
45.405407,132.4,73.81,110111,80,80,165.5,6011.68,1,0
45.405407,131.2,73.81,108698,79,79,166.08,5957.19,1,0
45.435436,135.8,73.81,109952,80,80,169.75,6170.13,1,0
45.435436,135.4,73.81,108832,79,79,171.39,6151.96,1,0
45.465466,136.4,73.81,109725,79,79,172.66,6201.49,1,0
45.345345,139.6,73.81,110227,80,80,174.5,6330.21,1,0
45.405407,138.4,73.81,110395,79,79,175.19,6284.11,1,0
45.345345,137.2,73.81,109775,80,80,171.5,6221.38,1,0
45.465466,136.8,73.81,109332,79,79,173.16,6219.68,1,0
45.375378,135.8,73.81,108768,79,79,171.9,6161.98,1,0
45.315315,134.4,73.81,108861,79,79,170.13,6090.38,1,0
45.405407,133.8,73.81,110612,80,80,167.25,6075.24,1,0
45.405407,133.2,73.81,109211,80,80,166.5,6048,1,0
45.375378,132.2,73.81,110326,79,79,167.34,5998.62,1,0
45.465466,134.2,73.81,110182,80,80,167.75,6101.47,1,0
45.465466,137.2,73.81,110587,79,79,173.67,6237.86,1,0
45.465466,134,73.81,110177,79,79,169.62,6092.37,1,0
45.495495,135.8,73.81,110236,79,79,171.9,6178.29,1,0
45.405407,134.6,73.81,109736,79,79,170.38,6111.57,1,0
45.465466,139.4,73.81,110301,80,80,174.25,6337.89,1,0
45.435436,138,73.81,109768,79,79,174.68,6270.09,1,0
45.375378,136,73.81,109196,79,79,172.15,6171.05,1,0
45.345345,135.8,73.81,109404,79,79,171.9,6157.9,1,0
45.375378,134.4,73.87,110999,80,80,168,6098.45,1,0
45.525528,133.2,73.87,109459,79,79,168.61,6064,1,0
45.345345,133.8,73.87,109229,79,79,169.37,6067.21,1,0
45.435436,135.2,73.81,110856,79,79,171.14,6142.87,1,0
45.495495,132.2,73.87,109944,79,79,167.34,6014.5,1,0
45.405407,134.8,73.87,109259,79,79,170.63,6120.65,1,0
45.465466,131.6,73.87,110817,79,79,166.58,5983.26,1,0
45.435436,137.4,73.87,110825,79,79,173.92,6242.83,1,0
45.495495,137.4,73.81,110296,79,79,173.92,6251.08,1,0
45.465466,136.4,73.81,110036,80,80,170.5,6201.49,1,0
45.375378,136.6,73.81,109244,79,79,172.91,6198.28,1,0
45.465466,136.2,73.81,108939,79,79,172.41,6192.4,1,0
45.345345,137,73.81,109646,79,79,173.42,6212.31,1,0
45.465466,136.6,73.81,110400,79,79,172.91,6210.58,1,0
45.315315,135.6,73.81,109174,80,80,169.5,6144.76,1,0
45.435436,132.4,73.87,110987,79,79,167.59,6015.65,1,0
45.435436,132,73.87,109075,79,79,167.09,5997.48,1,0
45.315315,132,73.87,109224,80,80,165,5981.62,1,0
45.465466,133.8,73.87,110090,79,79,169.37,6083.28,1,0
45.435436,133.4,73.87,109051,79,79,168.86,6061.09,1,0
45.345345,133.6,73.87,110416,79,79,169.11,6058.14,1,0
45.585587,134.4,73.87,110550,80,80,168,6126.7,1,0
45.405407,140,73.87,109082,79,79,177.22,6356.76,1,0
45.405407,138.2,73.93,109906,79,79,174.94,6275.03,1,0
45.345345,135.2,73.93,109353,80,80,169,6130.69,1,0
45.465466,135.8,73.93,110136,80,79,171.9,6174.21,1,0
45.525528,137.4,73.93,110319,80,80,171.75,6255.21,1,0
45.225227,137.2,73.93,109316,80,80,171.5,6204.9,1,0
45.375378,134.8,73.93,109820,79,79,170.63,6116.6,1,0
45.375378,133.8,73.93,110295,80,80,167.25,6071.23,1,0
45.435436,132.2,73.93,109173,79,79,167.34,6006.56,1,0
45.465466,136.8,73.93,109255,80,80,171,6219.68,1,0
45.405407,132.8,73.93,108313,80,79,168.1,6029.84,1,0
45.435436,135,73.99,108672,79,79,170.89,6133.78,1,0
45.495495,133,74.06,109693,79,79,168.35,6050.9,1,0
45.465466,137,74.12,109819,79,79,173.42,6228.77,1,0
45.525528,137.6,74.12,110041,79,79,174.18,6264.31,1,0
45.435436,134.2,74.12,110668,79,79,169.87,6097.44,1,0
45.405407,138,74.12,110263,80,80,172.5,6265.95,1,0
45.435436,136.2,74.12,110191,79,79,172.41,6188.31,1,0
45.405407,136.6,74.12,109411,80,80,170.75,6202.38,1,0
45.525528,136.4,74.12,110110,79,79,172.66,6209.68,1,0
45.315315,133.6,74.12,108935,80,80,167,6054.13,1,0
45.435436,131.6,74.12,110366,79,79,166.58,5979.3,1,0
45.495495,131.4,74.18,110151,79,79,166.33,5978.11,1,0
45.465466,134.8,74.18,110075,79,79,170.63,6128.74,1,0
45.435436,130.6,74.18,110283,79,79,165.32,5933.87,1,0
45.345345,133.8,74.18,108494,79,79,169.37,6067.21,1,0
45.405407,139.8,74.18,109713,79,79,176.96,6347.68,1,0
45.375378,136.8,74.18,109113,79,79,173.16,6207.35,1,0
45.375378,133.4,74.18,108869,79,79,168.86,6053.08,1,0
45.465466,137.6,74.18,109269,79,79,174.18,6256.05,1,0
45.375378,137.4,74.18,109526,79,79,173.92,6234.58,1,0
45.375378,136.2,74.18,109900,79,79,172.41,6180.13,1,0
45.345345,135.6,74.24,108322,79,79,171.65,6148.83,1,0
45.375378,137.2,74.24,108943,79,79,173.67,6225.5,1,0
45.495495,134.8,74.24,109546,79,79,170.63,6132.79,1,0
45.375378,134,74.24,109282,79,79,169.62,6080.3,1,0
45.465466,131.2,74.24,109268,79,79,166.08,5965.07,1,0
45.465466,133,74.24,109058,79,79,168.35,6046.91,1,0
45.315315,136.2,74.24,109131,79,79,172.41,6171.95,1,0
45.465466,135.2,74.24,110181,79,79,171.14,6146.93,1,0
45.465466,132.2,74.24,110174,79,79,167.34,6010.53,1,0
45.345345,134,74.24,109115,79,79,169.62,6076.28,1,0
45.435436,134.2,74.24,109692,79,79,169.87,6097.44,1,0
45.345345,140.2,74.24,110121,80,80,175.25,6357.42,1,0
45.465466,137.2,74.24,109791,79,79,173.67,6237.86,1,0
45.345345,135.8,74.24,109055,79,79,171.9,6157.9,1,0
45.345345,134.2,74.31,109425,79,79,169.87,6085.35,1,0
45.435436,134,74.31,109857,79,79,169.62,6088.35,1,0
45.435436,134.2,74.31,110133,79,79,169.87,6097.44,1,0
45.435436,134.8,74.31,108932,79,79,170.63,6124.7,1,0
45.315315,132.6,74.31,109284,79,79,167.85,6008.81,1,0
45.435436,129.2,74.24,110288,79,79,163.54,5870.26,1,0
45.495495,135.6,74.24,109516,79,79,171.65,6169.19,1,0
45.375378,135.8,74.24,109891,79,79,171.9,6161.98,1,0
45.465466,131.2,74.31,110436,79,79,166.08,5965.07,1,0
45.405407,134.4,74.31,109713,79,79,170.13,6102.49,1,0
45.375378,139.8,74.31,109509,79,79,176.96,6343.48,1,0
45.345345,136.6,74.31,108329,79,79,172.91,6194.17,1,0
45.255257,134,74.31,109030,79,79,169.62,6064.2,1,0
45.345345,137.6,74.31,108819,80,80,172,6239.52,1,0
45.285286,134.2,74.31,109071,79,79,169.87,6077.29,1,0
45.315315,136,74.37,108976,79,79,172.15,6162.88,1,0
45.495495,133.2,74.37,110624,79,79,168.61,6060,1,0
45.255257,135,74.37,110085,79,79,170.89,6109.46,1,0
45.375378,134.6,74.37,108212,79,79,170.38,6107.53,1,0
45.345345,134.8,74.37,108747,80,80,168.5,6112.55,1,0
45.435436,135.4,74.37,109453,79,79,171.39,6151.96,1,0
45.465466,133.8,74.37,109847,80,80,167.25,6083.28,1,0
45.435436,133.6,74.37,109443,79,79,169.11,6070.17,1,0
45.435436,136,74.37,109391,79,79,172.15,6179.22,1,0
45.375378,137.8,74.37,110132,79,79,174.43,6252.73,1,0
45.375378,139.4,74.37,110665,79,79,176.46,6325.33,1,0
45.465466,134,74.37,110210,79,79,169.62,6092.37,1,0
45.405407,132.4,74.37,110046,79,79,167.59,6011.68,1,0
45.465466,133.4,74.37,109751,79,79,168.86,6065.09,1,0
45.375378,133.6,74.37,109488,79,79,169.11,6062.15,1,0
45.465466,133.4,74.37,109708,79,79,168.86,6065.09,1,0
45.465466,132.2,74.37,110929,79,79,167.34,6010.53,1,0
45.315315,134.4,74.37,110152,79,79,170.13,6090.38,1,0
45.345345,136.4,74.37,108727,80,80,170.5,6185.11,1,0
45.315315,135,74.37,109092,79,79,170.89,6117.57,1,0
45.405407,133.4,74.43,109145,79,79,168.86,6057.08,1,0
45.405407,135.4,74.43,108482,79,79,171.39,6147.89,1,0
45.405407,135.8,74.49,109404,79,79,171.9,6166.05,1,0
45.285286,137.2,74.49,109167,79,79,173.67,6213.14,1,0
45.315315,136.4,74.49,108363,79,79,172.66,6181.01,1,0
45.375378,136.8,74.49,109704,79,79,173.16,6207.35,1,0
45.345345,135.6,74.49,109402,79,79,171.65,6148.83,1,0
45.345345,136.6,74.49,109008,79,79,172.91,6194.17,1,0
45.465466,132,74.49,109657,79,79,167.09,6001.44,1,0
45.375378,133.2,74.49,110156,79,79,168.61,6044,1,0
45.315315,133.2,74.49,108642,79,79,168.61,6036,1,0
45.465466,134.6,74.49,110020,79,79,170.38,6119.65,1,0
45.315315,132.8,74.49,109062,79,79,168.1,6017.87,1,0
45.375378,136.2,74.49,108698,79,79,172.41,6180.13,1,0
45.525528,132.8,74.49,109858,79,79,168.1,6045.79,1,0
45.345345,135.4,74.49,109010,79,79,171.39,6139.76,1,0
45.405407,137,74.49,108607,79,79,173.42,6220.54,1,0
45.285286,137.2,74.49,109496,79,79,173.67,6213.14,1,0
45.435436,138,74.49,109799,79,79,174.68,6270.09,1,0
45.345345,135.4,74.49,109125,79,79,171.39,6139.76,1,0
45.375378,135,74.49,109358,79,79,170.89,6125.68,1,0
45.315315,135.6,74.49,109567,79,79,171.65,6144.76,1,0
45.375378,132.4,74.49,109379,79,79,167.59,6007.7,1,0
45.315315,134.4,74.49,109876,79,79,170.13,6090.38,1,0
45.405407,133.4,74.49,109032,79,79,168.86,6057.08,1,0
45.375378,134,74.49,109728,79,79,169.62,6080.3,1,0
45.465466,133.4,74.49,109946,79,79,168.86,6065.09,1,0
45.435436,132.4,74.49,109334,79,79,167.59,6015.65,1,0
45.315315,135,74.49,110251,79,79,170.89,6117.57,1,0
45.465466,133.4,74.49,108721,79,79,168.86,6065.09,1,0
45.345345,135.8,74.49,109540,79,79,171.9,6157.9,1,0
45.345345,137.2,74.49,109556,79,79,173.67,6221.38,1,0
45.405407,136.6,74.49,109227,79,79,172.91,6202.38,1,0
45.195198,137.8,74.56,108578,79,79,174.43,6227.9,1,0
45.345345,134.6,74.62,109262,79,79,170.38,6103.48,1,0
45.315315,133,74.62,109920,79,79,168.35,6026.94,1,0
45.315315,133,74.62,108929,79,79,168.35,6026.94,1,0
45.375378,134.8,74.62,110313,79,79,170.63,6116.6,1,0
45.285286,132.6,74.62,108912,79,79,167.85,6004.83,1,0
45.435436,132.6,74.62,110425,79,79,167.85,6024.74,1,0
45.375378,132.2,74.62,109208,79,79,167.34,5998.62,1,0
45.345345,134.6,74.62,110179,79,79,170.38,6103.48,1,0
45.465466,135.4,74.62,109145,79,79,171.39,6156.02,1,0
45.435436,135.4,74.62,110176,79,79,171.39,6151.96,1,0
45.405407,136,74.62,110207,79,79,172.15,6175.14,1,0
45.375378,137,74.62,110117,79,79,173.42,6216.43,1,0
45.285286,136,74.62,108943,79,79,172.15,6158.8,1,0
45.405407,134.2,74.62,110112,79,79,169.87,6093.41,1,0
45.375378,133.6,74.62,110425,79,79,169.11,6062.15,1,0
45.375378,133,74.62,109371,79,79,168.35,6034.93,1,0
45.345345,134,74.68,108911,79,79,169.62,6076.28,1,0
45.375378,129.6,74.68,110228,79,79,164.05,5880.65,1,0
45.435436,131.8,74.68,109484,79,79,166.84,5988.39,1,0
45.345345,132.8,74.68,109417,79,79,168.1,6021.86,1,0
45.435436,135.8,74.68,109339,79,79,171.9,6170.13,1,0
45.435436,136.2,74.75,109079,79,79,172.41,6188.31,1,0
45.435436,135.6,74.75,110136,79,79,171.65,6161.05,1,0
45.315315,134.4,74.75,107979,79,79,170.13,6090.38,1,0
45.345345,135.6,74.75,110333,79,79,171.65,6148.83,1,0
45.345345,134.8,74.75,108993,79,79,170.63,6112.55,1,0
45.375378,134,74.75,109343,79,79,169.62,6080.3,1,0
45.375378,134.8,74.75,110135,79,79,170.63,6116.6,1,0
45.285286,136.6,74.81,108758,79,79,172.91,6185.97,1,0
45.345345,135.8,74.81,110106,79,79,171.9,6157.9,1,0
45.285286,134.6,74.81,108838,79,79,170.38,6095.4,1,0
45.345345,133.4,74.81,109275,79,79,168.86,6049.07,1,0
45.375378,133.8,74.81,110866,79,79,169.37,6071.23,1,0
45.345345,136.2,74.81,109018,79,79,172.41,6176.04,1,0
45.405407,134.4,74.81,108760,79,79,170.13,6102.49,1,0
45.375378,134.2,74.81,110490,79,79,169.87,6089.38,1,0
45.405407,135.8,74.81,108873,79,79,171.9,6166.05,1,0
45.285286,136.4,74.81,108380,79,79,172.66,6176.91,1,0
45.255257,138.6,74.81,108977,79,79,175.44,6272.38,1,0
45.405407,136.8,74.81,109718,79,79,173.16,6211.46,1,0
45.315315,137.4,74.81,109962,79,79,173.92,6226.32,1,0
45.285286,138.4,74.81,108883,79,79,175.19,6267.48,1,0
45.285286,135.8,74.81,108962,79,79,171.9,6149.74,1,0
45.195198,135.8,74.81,109062,79,79,171.9,6137.51,1,0
45.315315,135.4,74.81,110044,79,79,171.39,6135.69,1,0
45.285286,135,74.81,109343,80,80,168.75,6113.51,1,0
45.285286,136.4,74.81,109042,79,79,172.66,6176.91,1,0
45.375378,133,74.81,109766,79,79,168.35,6034.93,1,0
45.345345,134,74.81,110175,79,79,169.62,6076.28,1,0
45.345345,137,74.81,109273,79,79,173.42,6212.31,1,0
45.285286,138.6,74.88,108966,79,79,175.44,6276.54,1,0
45.345345,137,74.88,110530,79,79,173.42,6212.31,1,0
45.465466,136.2,74.81,109716,79,79,172.41,6192.4,1,0
45.255257,137,74.81,108503,79,79,173.42,6199.97,1,0
45.255257,135.6,74.81,108415,79,79,171.65,6136.61,1,0
45.405407,134.2,74.81,109968,79,79,169.87,6093.41,1,0
45.225227,136.8,74.81,108712,79,79,173.16,6186.81,1,0
45.495495,130.2,74.81,109464,79,79,164.81,5923.51,1,0
45.285286,130.2,74.81,108460,79,79,164.81,5896.14,1,0
45.375378,133,74.81,110469,79,79,168.35,6034.93,1,0
45.435436,131.8,74.81,109205,79,79,166.84,5988.39,1,0
45.225227,134.6,74.94,109114,79,79,170.38,6087.32,1,0
45.465466,134.6,74.94,109780,79,79,170.38,6119.65,1,0
45.345345,135.8,74.94,110660,79,79,171.9,6157.9,1,0
45.285286,136.2,74.94,109669,79,79,172.41,6167.86,1,0
45.345345,135,74.88,108985,79,79,170.89,6121.62,1,0
45.345345,133.8,74.88,109596,79,79,169.37,6067.21,1,0
45.285286,137,74.88,109653,79,79,173.42,6204.08,1,0
45.315315,135.8,74.88,108591,79,79,171.9,6153.82,1,0
45.285286,134,74.88,109171,79,79,169.62,6068.23,1,0
45.435436,134.4,74.88,109705,79,79,170.13,6106.52,1,0
45.345345,132.2,74.94,110846,79,79,167.34,5994.65,1,0
45.405407,133.2,74.94,110394,79,79,168.61,6048,1,0
45.405407,134.6,74.94,109184,79,79,170.38,6111.57,1,0
45.285286,134.6,74.94,109130,79,79,170.38,6095.4,1,0
45.495495,134,74.94,109793,79,79,169.62,6096.4,1,0
45.285286,136.6,74.94,108589,79,79,172.91,6185.97,1,0
45.285286,135,74.94,108795,79,79,170.89,6113.51,1,0
45.435436,134.4,74.94,110491,79,79,170.13,6106.52,1,0
45.255257,134.8,74.94,107988,79,79,170.63,6100.41,1,0
45.345345,136,74.94,109004,79,79,172.15,6166.97,1,0
45.225227,135.6,74.94,108937,79,79,171.65,6132.54,1,0
45.345345,136.2,74.94,110830,79,79,172.41,6176.04,1,0
45.405407,132.6,74.94,108969,79,79,167.85,6020.76,1,0
45.225227,131.6,74.94,109634,79,79,166.58,5951.64,1,0
45.345345,133.6,75,109581,79,79,169.11,6058.14,1,0
45.315315,135.4,75,109148,79,79,171.39,6135.69,1,0
45.255257,131.2,75,108814,79,79,166.08,5937.49,1,0
45.495495,132.2,75,110598,79,79,167.34,6014.5,1,0
45.285286,137,75.07,108985,79,79,173.42,6204.08,1,0
45.285286,136,75.07,109825,79,79,172.15,6158.8,1,0
45.405407,134.6,75.07,108640,79,79,170.38,6111.57,1,0
45.255257,137,75.07,109361,79,79,173.42,6199.97,1,0
45.465466,137.8,75.07,109956,79,79,174.43,6265.14,1,0
45.255257,138.2,75.07,108896,79,79,174.94,6254.28,1,0
45.225227,137,75.07,108362,79,79,173.42,6195.86,1,0
45.315315,133.2,75.07,110040,79,79,168.61,6036,1,0
45.225227,133.4,75.07,108727,79,79,168.86,6033.05,1,0
45.345345,131.8,75.07,110031,79,79,166.84,5976.52,1,0
45.345345,133.2,75.07,109942,79,79,168.61,6040,1,0
45.285286,132,75.07,108373,79,79,167.09,5977.66,1,0
45.345345,130.2,75.07,109380,79,79,164.81,5903.96,1,0
45.315315,134.8,75.07,109255,79,79,170.63,6108.5,1,0
45.345345,137,75.07,108443,79,79,173.42,6212.31,1,0
45.315315,136.6,75.07,109297,79,79,172.91,6190.07,1,0
45.315315,136.6,75.07,110189,79,79,172.91,6190.07,1,0
45.345345,137,75.07,109722,79,79,173.42,6212.31,1,0
45.315315,137.2,75.07,109694,79,79,173.67,6217.26,1,0
45.225227,136.6,75.07,109094,79,79,172.91,6177.77,1,0
45.315315,133.8,75.07,109615,79,79,169.37,6063.19,1,0
45.345345,134.6,75.07,110403,79,79,170.38,6103.48,1,0
45.375378,133.4,75.07,109633,79,79,168.86,6053.08,1,0
45.255257,134.6,75.07,109308,79,79,170.38,6091.36,1,0
45.285286,133.4,75.07,108504,79,79,168.86,6041.06,1,0
45.375378,133.4,75.07,108585,79,79,168.86,6053.08,1,0
45.285286,135.8,75.07,110121,79,79,171.9,6149.74,1,0
45.315315,135.8,75.07,109459,79,79,171.9,6153.82,1,0
45.375378,131.4,75.07,109996,79,79,166.33,5962.32,1,0
45.285286,135,75.07,109456,79,79,170.89,6113.51,1,0
45.315315,139,75.13,110481,79,79,175.95,6298.83,1,0
45.285286,138.2,75.13,110271,79,79,174.94,6258.43,1,0
45.255257,135.4,75.13,110098,79,79,171.39,6127.56,1,0
45.315315,134.6,75.13,108693,79,79,170.38,6099.44,1,0
45.225227,135.8,75.13,108131,79,79,171.9,6141.59,1,0
45.285286,135.4,75.13,109227,79,79,171.39,6131.63,1,0
45.315315,134.2,75.13,108929,79,79,169.87,6081.32,1,0
45.285286,134.4,75.13,109430,79,79,170.13,6086.34,1,0
45.435436,133,75.2,109503,79,79,168.35,6042.91,1,0
45.345345,133,75.2,110360,79,79,168.35,6030.93,1,0
45.375378,137.6,75.2,110586,79,79,174.18,6243.65,1,0
45.405407,134.4,75.2,109294,79,79,170.13,6102.49,1,0
45.255257,135,75.2,108952,79,79,170.89,6109.46,1,0
45.345345,137.4,75.2,108852,79,79,173.92,6230.45,1,0
45.315315,137.4,75.2,109551,79,79,173.92,6226.32,1,0
45.225227,138,75.2,109007,79,79,174.68,6241.08,1,0
45.315315,133.2,75.26,108723,79,79,168.61,6036,1,0
45.255257,137,75.26,108772,79,79,173.42,6199.97,1,0
45.285286,135.2,75.26,109648,79,79,171.14,6122.57,1,0
45.315315,135,75.26,109454,79,79,170.89,6117.57,1,0
45.195198,136,75.26,109272,79,79,172.15,6146.55,1,0
45.315315,133,75.26,109593,79,79,168.35,6026.94,1,0
45.255257,130.6,75.26,109458,79,79,165.32,5910.34,1,0
45.345345,134.6,75.26,110372,79,79,170.38,6103.48,1,0
45.465466,132.8,75.32,110389,79,79,168.1,6037.81,1,0
45.375378,135.2,75.32,109789,79,79,171.14,6134.75,1,0
45.435436,132.6,75.32,109709,79,79,167.85,6024.74,1,0
45.285286,137.8,75.32,109107,79,79,174.43,6240.31,1,0
45.195198,135.4,75.32,108555,79,79,171.39,6119.43,1,0
45.375378,138,75.32,109850,79,79,174.68,6261.8,1,0
45.225227,135.4,75.32,108564,79,79,171.39,6123.5,1,0
45.225227,135.6,75.32,108442,79,79,171.65,6132.54,1,0
45.255257,134.8,75.32,109198,79,79,170.63,6100.41,1,0
45.225227,135.6,75.32,109138,79,79,171.65,6132.54,1,0
45.255257,133.2,75.52,109433,79,79,168.61,6028,1,0
45.225227,133.6,75.52,108146,79,79,169.11,6042.09,1,0
45.375378,134.4,75.52,109160,79,79,170.13,6098.45,1,0
45.315315,134.6,75.52,108578,79,79,170.38,6099.44,1,0
45.255257,132.8,75.52,108919,79,79,168.1,6009.9,1,0
45.285286,134,75.52,109872,79,79,169.62,6068.23,1,0
45.375378,135,75.45,109393,79,79,170.89,6125.68,1,0
45.195198,138.6,75.45,109051,79,79,175.44,6264.05,1,0
45.315315,138.2,75.45,109507,79,79,174.94,6262.58,1,0
45.255257,138.8,75.45,110514,79,79,175.7,6281.43,1,0
45.315315,137.2,75.45,109786,79,79,173.67,6217.26,1,0
45.375378,134.8,75.45,109317,79,79,170.63,6116.6,1,0
45.285286,134.2,75.45,109061,79,79,169.87,6077.29,1,0
45.285286,134.8,75.45,109840,79,79,170.63,6104.46,1,0
45.255257,132.6,75.52,109904,79,79,167.85,6000.85,1,0
45.255257,135,75.52,110301,79,79,170.89,6109.46,1,0
45.345345,132.6,75.52,110261,79,79,167.85,6012.79,1,0
45.315315,134.8,75.52,110157,79,79,170.63,6108.5,1,0
45.285286,134.2,75.52,109594,79,79,169.87,6077.29,1,0
45.345345,134,75.45,109046,79,79,169.62,6076.28,1,0
45.285286,135.6,75.45,109931,79,79,171.65,6140.68,1,0
45.345345,137.2,75.45,109322,79,79,173.67,6221.38,1,0
45.225227,136.6,75.45,108547,79,79,172.91,6177.77,1,0
45.225227,135.4,75.45,109731,79,79,171.39,6123.5,1,0
45.375378,134.4,75.45,110148,80,80,168,6098.45,1,0
45.225227,133.8,75.45,108969,79,79,169.37,6051.14,1,0
45.225227,132.2,75.45,109044,79,79,167.34,5978.78,1,0
45.225227,134.8,75.45,109925,80,80,168.5,6096.36,1,0
45.255257,135.2,75.45,109840,79,79,171.14,6118.51,1,0
45.375378,134.4,75.45,109813,79,79,170.13,6098.45,1,0
45.255257,133.8,75.45,110194,79,79,169.37,6055.15,1,0
45.285286,132.8,75.45,109699,79,79,168.1,6013.89,1,0
45.495495,134.2,75.45,109417,79,79,169.87,6105.5,1,0
45.255257,134.8,75.45,108999,79,79,170.63,6100.41,1,0
45.255257,135.6,75.45,108817,79,79,171.65,6136.61,1,0
45.255257,137,75.45,108738,79,79,173.42,6199.97,1,0
45.165165,137.6,75.45,108856,79,79,174.18,6214.73,1,0
45.255257,139,75.45,108175,79,79,175.95,6290.48,1,0
45.285286,134.8,75.45,108963,79,79,170.63,6104.46,1,0
45.315315,136,75.45,109505,79,79,172.15,6162.88,1,0
45.255257,134,75.45,108970,79,79,169.62,6064.2,1,0
45.225227,132.8,75.39,108807,79,79,168.1,6005.91,1,0
45.285286,132.6,75.39,109376,79,79,167.85,6004.83,1,0
45.255257,130.4,75.45,108914,79,79,165.06,5901.29,1,0
45.375378,133.6,75.45,109345,79,79,169.11,6062.15,1,0
45.375378,136.4,75.45,109908,79,79,172.66,6189.2,1,0
45.345345,133,75.45,110423,79,79,168.35,6030.93,1,0
45.225227,136.2,75.45,108884,79,79,172.41,6159.68,1,0
45.285286,136,75.45,108496,79,79,172.15,6158.8,1,0
45.225227,140.6,75.45,110078,80,80,175.75,6358.67,1,0
45.285286,136,75.45,109349,79,79,172.15,6158.8,1,0
45.285286,134.6,75.45,109823,79,79,170.38,6095.4,1,0
45.195198,134.4,75.45,108125,79,79,170.13,6074.23,1,0
45.285286,134,75.45,108901,79,79,169.62,6068.23,1,0
45.195198,134.6,75.45,109631,79,79,170.38,6083.27,1,0
45.255257,134.6,75.45,109842,79,79,170.38,6091.36,1,0
45.225227,134.6,75.52,109855,80,80,168.25,6087.32,1,0
45.255257,133.4,75.52,109267,79,79,168.86,6037.05,1,0
45.375378,134.8,75.52,109172,79,79,170.63,6116.6,1,0
45.285286,132.8,75.52,108988,79,79,168.1,6013.89,1,0
45.225227,134,75.52,108675,79,79,169.62,6060.18,1,0
45.315315,133.2,75.52,108894,79,79,168.61,6036,1,0
45.195198,137.4,75.52,108980,79,79,173.92,6209.82,1,0
45.225227,139.4,75.52,108113,79,79,176.46,6304.4,1,0
45.195198,136.2,75.52,108761,79,79,172.41,6155.59,1,0
45.165165,136,75.52,108685,79,79,172.15,6142.46,1,0
45.285286,135.6,75.52,109064,79,79,171.65,6140.68,1,0
45.255257,134,75.52,109287,79,79,169.62,6064.2,1,0
45.405407,132.4,75.52,110109,79,79,167.59,6011.68,1,0
45.315315,133,75.52,109232,79,79,168.35,6026.94,1,0
45.315315,134,75.52,109248,80,80,167.5,6072.25,1,0
45.285286,136,75.52,108815,79,79,172.15,6158.8,1,0
45.285286,134.8,75.52,108786,79,79,170.63,6104.46,1,0
45.285286,132.6,75.52,109676,79,79,167.85,6004.83,1,0
45.315315,133.4,75.45,109853,79,79,168.86,6045.06,1,0
45.315315,135.2,75.58,110155,79,79,171.14,6126.63,1,0
45.255257,134.4,75.58,108376,79,79,170.13,6082.31,1,0
45.345345,136.4,75.58,109402,79,79,172.66,6185.11,1,0
45.225227,138.2,75.58,109102,79,79,174.94,6250.13,1,0
45.345345,137.8,75.58,108676,79,79,174.43,6248.59,1,0
45.165165,136.8,75.58,108315,79,79,173.16,6178.59,1,0
45.195198,135.8,75.58,108830,79,79,171.9,6137.51,1,0
45.225227,131.8,75.58,108869,79,79,166.84,5960.68,1,0
45.225227,133.2,75.58,108436,79,79,168.61,6024,1,0
45.375378,134,75.58,109791,79,79,169.62,6080.3,1,0
45.225227,134.6,75.58,109981,79,79,170.38,6087.32,1,0
45.225227,134.6,75.58,108789,79,79,170.38,6087.32,1,0
45.345345,133.4,75.58,108930,79,79,168.86,6049.07,1,0
45.255257,136.8,75.58,108515,79,79,173.16,6190.92,1,0
45.375378,135,75.58,110161,79,79,170.89,6125.68,1,0
45.315315,135.8,75.58,109869,79,79,171.9,6153.82,1,0
45.225227,136.8,75.58,109834,79,79,173.16,6186.81,1,0
45.285286,136.4,75.58,109337,79,79,172.66,6176.91,1,0
45.135136,135.4,75.58,108806,79,79,171.39,6111.3,1,0
45.195198,138.4,75.58,108584,79,79,175.19,6255.02,1,0
45.285286,134.4,75.58,109135,79,79,170.13,6086.34,1,0
45.165165,131.4,75.58,109804,79,79,166.33,5934.7,1,0
45.345345,132.6,75.65,110452,79,79,167.85,6012.79,1,0
